API,Tfu,Tfob,Tfb,Tfc,Klr,Kl,Kll,Klz,Kfh
4903720261,2183.7,,,3398.7,3829.3,3829.3,,4082.3,4585.4
4903720275,2986.8,,,4091.6,4664.1,4664.1,,4851.2,5420.9
4903720281,1190.0,2456.9,,3273.7,4675.2,4675.2,5131.9,5832.7,7648.7
4903720295,1128.8,2347.5,,3329.4,5308.4,5308.4,6313.4,7740.7,9390.0
4903720315,4779.0,,,5643.6,6649.3,6649.3,7039.3,,7774.3
4903720324,,,,,5012.1,5012.1,5456.4,6026.6,7892.4
4903720326,3047.7,,,4143.7,4695.7,4695.7,,5061.7,5782.3
4903720332,1057.0,2260.1,,2917.9,4503.4,4503.4,5285.9,6100.3,7106.4
4903720336,4241.8,7261.1,,7805.5,9577.9,9577.9,9861.9,11361.9,12414.4
4903720337,879.7,2345.7,,2711.6,4113.9,4113.9,4638.5,5369.3,6108.3
4903720338,,,,891.9,1275.5,1275.5,1294.8,1556.3,2234.7
4903720353,,2035.1,,2772.7,4229.5,4229.5,4843.6,5629.5,6643.2
4903720354,1115.4,2356.4,,3184.7,5242.4,5242.4,6280.7,7694.7,9645.9
4903720358,10116.6,11663.8,,12128.5,,,,,
4903720361,521.5,,,,,,,,1862.4
4903720373,759.5,,,2247.5,3080.5,3080.5,3392.0,3810.7,4443.0
4903720386,1589.8,,,3854.4,5576.2,5576.2,5940.8,6848.4,8534.8
4903720394,,2038.3,,2887.9,4114.4,4114.4,4559.3,5094.6,6061.0
4903720412,,,,,,,,,1746.3
4903720418,1234.0,,,2321.1,2893.7,2893.7,,3084.0,3677.2
4903720422,,,,,,,,,1661.9
4903720448,3517.6,,,,6509.0,6509.0,,,9660.0
4903720452,,,,,1626.8,1626.8,,2250.0,3058.6
4903720460,10563.2,,,,,,,,
4903720480,647.1,2234.6,,2779.4,4278.5,4278.5,4955.7,5618.0,6708.8
4903720494,3267.9,4519.0,,4996.8,7211.5,7211.5,,,
4903720501,7782.5,9127.8,,9753.3,,,,,
4903720502,,,,2993.6,4248.7,4248.7,4443.9,,6123.6
4903720509,,7792.4,,8483.8,9593.5,9593.5,,,
4903720528,,,,924.5,1464.9,1464.9,,2170.0,2844.5
4903720564,,,,,,,,,1991.6
4903720567,,,,1280.0,2134.3,2134.3,,2725.9,3636.9
4903720573,,,,1295.0,2163.5,2163.5,,2860.7,3640.9
4903720579,,1199.2,,1325.9,2143.6,2143.6,,2763.5,3744.2
4903720581,,,,1353.1,2274.5,2274.5,,2945.4,3809.7
4903720593,,,,1310.3,2036.6,2036.6,,2750.0,3474.7
4903720597,,1115.4,,1256.3,2031.1,2031.1,,2746.1,3493.0
4903720598,5558.0,,,6426.3,7268.1,7268.1,7922.3,,8739.0
4903720601,,1121.7,,1749.4,2387.1,2387.1,2510.7,3044.7,4318.0
4903720614,,1128.7,,1258.7,2051.2,2051.2,,2617.0,3559.9
4903720632,,,,,5477.7,5477.7,,6343.2,7234.1
4903720634,3477.0,,,,,,,,
4903720653,,1055.9,,1193.7,1919.0,1919.0,,2350.3,3298.8
4903720656,,1183.6,,1378.0,2262.3,2262.3,,2886.2,3741.0
4903720657,,,,,,,,,7649.6
4903720659,,1274.6,,1498.0,2388.5,2388.5,,3089.1,3926.3
4903720671,,,,,,,,,2019.1
4903720672,,1014.7,,1153.4,1851.8,1851.8,,2360.9,3184.8
4903720700,,867.2,,994.0,1594.0,1594.0,,2121.4,2881.9
4903720701,2221.0,,,3688.8,4128.6,4128.6,,4550.1,5038.9
4903720708,,,,786.6,1260.4,1260.4,,1729.0,2474.9
4903720716,,2322.5,,,4067.2,4067.2,4836.9,,6583.8
4903720718,,,,2727.8,3995.7,4000.1,4731.9,5188.1,6756.0
4903720727,,,,921.3,1468.5,1468.5,,1936.9,2727.4
4903720732,,,,1013.5,1681.9,1681.9,,2294.7,3038.0
4903720734,,,,2899.3,4359.0,4359.0,4584.7,5708.2,6668.0
4903720735,,,,995.4,1572.5,1572.5,,2147.4,2751.2
4903720736,,,,719.3,1250.8,1250.8,,1833.6,2483.3
4903720745,,,,1019.4,1564.1,1564.1,,2049.4,2806.6
4903720750,,,,2705.5,4166.6,4166.6,4587.0,5227.3,6652.3
4903720763,4748.1,6105.0,,6596.8,7689.6,7689.6,8229.9,8874.2,9530.0
4903720767,4956.2,6244.3,,6372.2,7471.4,7471.4,7558.8,8014.2,8382.9
4903720782,6561.0,8013.7,,8450.7,9481.6,9481.6,9750.3,10019.0,10718.4
4903720787,1629.6,3353.6,,4205.0,5819.7,5819.7,,7005.9,8636.0
4903720793,5907.8,6700.2,6839.1,6896.3,7808.5,7808.5,8282.4,8817.1,9468.1
4903720794,,,,2874.0,5060.0,5060.0,5917.0,8323.0,10021.8
4903720798,1603.6,3095.0,,3530.3,4408.1,4408.1,4661.6,5395.1,5914.6
4903720799,1758.1,3164.4,,3501.9,4932.8,4932.8,5532.0,6156.2,6975.5
4903720810,,,,948.9,2846.1,2846.1,3938.6,5458.0,6974.1
4903720825,,3913.2,,4627.7,6981.5,6981.5,7687.7,9710.4,11305.8
4903720850,1358.8,,,3781.4,5312.8,5312.8,5727.9,6553.9,
4903720851,1905.5,3670.8,,4403.0,6149.7,6149.7,6243.0,7260.0,9305.2
4903720852,2432.3,4499.7,,5165.5,6727.6,6727.6,6961.2,8290.8,10130.8
4903720861,1741.0,3451.8,,4287.7,5960.6,5960.6,6097.7,7194.2,9064.0
4903720873,1243.1,2662.3,,2798.1,3615.4,3615.4,3925.8,4428.4,4929.7
4903720878,,3060.5,,3732.8,5480.8,5480.8,6030.6,7363.7,8740.1
4903720889,,,,817.2,2675.2,2675.2,3703.9,4931.9,6558.5
4903720895,,,,,1761.4,1761.4,,2395.6,3155.0
4903720902,,,,,3806.5,3806.5,4239.6,4756.2,6105.8
4903720919,,1145.7,,1407.4,1994.1,1994.1,,2555.9,3886.1
4903720921,1937.5,3268.9,,3470.4,4545.5,4545.5,5059.3,5447.1,6251.6
4903720928,1344.3,,,,3680.4,3680.4,,4468.3,5025.7
4903720941,,4065.8,,4944.0,7197.9,7197.9,7931.5,9407.9,11557.6
4903720943,,3137.6,,3974.9,5364.8,5364.8,5558.6,6573.0,8221.9
4903720947,9150.9,10205.0,,10750.4,11875.9,11875.9,12236.1,12719.7,13341.6
4903720952,,,,3610.6,5605.2,5605.2,6078.4,7517.0,8626.6
4903720953,6710.6,8201.9,,8674.5,9652.1,9652.1,10015.5,10397.8,10874.9
4903720954,,,,1777.7,3831.2,3831.2,5030.2,6334.3,7810.5
4903720957,3015.3,4239.9,,4623.6,5434.9,5434.9,5888.7,6108.7,6914.5
4903720961,1591.0,3262.4,,4084.6,5716.8,5716.8,6253.1,7223.7,8912.7
4903720972,,,,564.4,1017.3,1017.3,,1455.3,2192.4
4903720975,1697.2,3338.8,,4106.3,6126.9,6126.9,6841.4,7799.9,
4903720995,,985.5,,1263.9,1728.5,1728.5,,2089.4,3100.3
4903721008,,4917.6,,5845.7,7827.8,7827.8,8095.8,9316.7,12093.8
4903721011,716.2,2069.3,,2580.0,3562.9,3562.9,3620.7,4441.7,5646.0
4903721024,,,,,4544.1,4544.1,5517.0,7493.0,8723.4
4903721025,3255.5,4408.2,,4894.2,7195.7,7195.7,,9587.7,12386.0
4903721026,,3590.6,,4114.0,6322.9,6322.9,,8516.6,10959.6
4903721028,7142.5,8737.7,,8960.0,9964.0,9964.0,10452.2,10784.1,11320.7
4903721034,,2490.2,,3541.3,5457.4,5457.4,6323.3,8022.3,9648.7
4903721035,790.3,2227.9,,2859.3,4543.6,4543.6,4923.9,5712.0,6828.4
4903721046,2388.7,4466.2,,5368.6,6864.0,6864.0,6944.7,8459.0,10455.4
4903721047,2384.3,4526.9,,5105.5,6723.7,6723.7,6940.0,8199.3,9816.9
4903721051,,,,3658.0,5789.1,5789.1,6647.0,8047.6,9624.4
4903721055,4354.4,5452.5,,6098.1,7256.3,7256.3,7661.3,8123.4,9066.4
4903721064,6031.7,7396.8,,7658.7,8556.5,8556.5,9129.0,9709.6,10360.8
4903721071,4780.9,6121.2,,6322.0,7114.7,7114.7,7698.1,8395.6,9050.7
4903721086,,,,,2851.3,2851.3,3855.5,5199.3,6208.7
4903721096,2497.8,4687.2,,5765.1,7456.0,7456.0,7594.3,8807.5,11215.6
4903721098,1933.3,,,,,,,,
4903721144,,3818.8,,4514.7,6637.1,6637.1,,7861.2,10424.3
4903721149,650.1,1354.2,,2098.0,3059.1,3059.1,3282.3,3527.2,5099.1
4903721150,725.3,2219.6,,3098.5,5392.4,5392.4,6221.5,8185.9,9992.5
4903721152,1753.3,3578.1,,4510.4,5991.6,5991.6,6048.5,7399.3,8973.1
4903721167,2716.7,3690.9,,4376.6,5629.2,5629.2,6404.4,6875.9,7804.6
4903721179,1603.8,3143.4,,3495.6,5006.1,5006.1,5485.6,6129.7,7123.6
4903721185,1561.4,3054.5,,3950.7,5642.2,5642.2,6211.4,7208.9,8820.5
4903721186,1815.0,3801.5,,4396.3,6521.6,6521.6,6732.5,8261.1,10344.4
4903721194,6898.7,8519.6,,8870.0,9856.1,9856.1,10162.7,10465.8,11125.0
4903721224,3786.1,4921.0,,5250.1,6231.5,6231.5,6913.1,7577.1,8136.5
4903721228,2493.2,4475.3,,5337.1,6874.7,6874.7,6951.5,8533.2,10506.0
4903721246,10298.5,11675.2,,12091.0,13207.2,13207.2,13679.5,14072.7,
4903721272,,,,1074.0,2163.3,2163.3,2478.9,2657.1,3183.5
4903721279,2549.1,4901.0,,5949.4,7504.4,7504.4,7563.7,8734.8,11066.9
4903721290,,,,,5502.2,5502.2,5795.5,6710.6,8387.5
4903721292,7027.2,8380.6,,8688.2,10109.1,10109.1,10405.4,10708.5,11147.6
4903721293,2473.1,4691.6,,5809.7,7402.0,7402.0,,8924.4,11212.8
4903721308,1027.5,2546.6,,3361.8,5613.8,5613.8,6291.2,8365.0,9954.4
4903721309,3194.2,6045.3,,6767.6,8463.5,8463.5,,9528.4,12645.5
4903721320,1497.9,3287.4,,3948.6,5683.2,5683.2,6234.7,7126.3,9014.5
4903721329,1939.6,3917.0,,5160.5,6250.1,6250.1,6539.0,7877.0,9483.3
4903721335,1912.0,3800.2,,4745.6,6405.4,6405.4,6548.8,7845.4,9621.8
4903721343,5679.9,7158.1,,7456.5,8510.8,8510.8,8717.1,9203.9,9610.7
4903721344,1427.2,,,3914.5,5488.7,5488.7,,6631.4,8471.5
4903721357,5564.3,6543.1,,7339.8,9459.9,9459.9,,11567.7,15016.0
4903721358,,2585.1,,3474.6,5475.0,5475.0,6228.7,7562.3,8889.3
4903721361,1384.3,3180.6,,4006.0,6355.1,6355.1,7237.9,8955.6,10499.9
4903721362,931.5,2752.4,,3622.8,5861.2,5861.2,6848.4,8665.8,10243.6
4903721368,1063.9,,,,,,,,
4903721374,5350.6,6553.2,,7283.4,8429.9,8429.9,8788.8,9472.4,10125.0
4903721378,1055.2,,,,,,,,
4903721380,10227.1,,,,,,,,
4903721381,2550.0,5107.6,,5872.5,7635.0,7635.0,7741.2,8985.2,11367.7
4903721383,8117.9,8938.4,,9379.4,10474.5,10474.5,10786.9,11162.9,11828.0
4903721392,2474.1,4164.8,,5119.7,7078.3,7078.3,7408.1,8612.3,10569.3
4903721401,,,,,,,,,9060.1
4903721407,2735.9,3570.6,,4250.0,5476.0,5476.0,6170.9,6758.1,7703.8
4903721408,2777.1,3565.3,,4246.8,5453.8,5453.8,5999.5,6848.1,7690.1
4903721415,1200.0,2830.2,,3568.3,5327.6,5327.6,5859.8,7274.3,8484.0
4903721444,2076.1,4113.2,,4917.6,6587.0,6587.0,6701.7,7796.5,9758.1
4903721456,,,,3613.8,5578.8,5578.8,6142.3,7607.9,9075.0
4903721458,1359.1,2704.8,,3534.6,5499.6,5499.6,6106.6,7432.1,8857.7
4903721463,,,,,5024.8,5024.8,5588.9,6199.4,7960.7
4903721464,5006.6,6336.0,,6698.2,7580.3,7580.3,8353.8,8853.8,9489.1
4903721472,4049.0,5463.7,,5675.0,6447.9,6447.9,6807.5,7170.2,7825.1
4903721473,3796.0,6141.7,,6848.1,8643.7,8643.7,,10649.5,13179.9
4903721488,,5070.0,,5726.8,8028.4,8028.4,,8924.0,12440.4
4903721489,,2885.8,,3786.0,6083.5,6083.5,7069.4,8835.7,10484.1
4903721497,3803.0,6750.4,,7109.0,8782.6,8782.6,,9845.3,12537.2
4903721514,3150.4,5886.8,,6663.5,8337.8,8337.8,,9769.2,12354.4
4903721524,3793.7,6254.6,,7028.8,8823.4,8823.4,8934.6,10502.6,12955.6
4903721536,,5544.1,,6324.6,7899.4,7899.4,,9180.3,11392.3
4903721555,,,,,,,,,2610.3
4903721566,3185.2,,,4053.7,5108.8,5108.8,,,
4903721569,1058.6,2330.0,,3376.0,4602.5,4602.5,,5859.7,6865.0
4903721576,,,,,1574.2,1574.2,,2205.7,3006.3
4903721584,7681.3,8731.0,,8917.0,9912.3,9912.3,10261.7,10682.3,11337.0
4903721587,1685.9,3630.2,,4660.9,6178.0,6178.0,6233.2,7088.7,9227.0
4903721609,1667.4,3351.4,,4090.6,6174.0,6174.0,,7471.5,10075.6
4903721621,,1897.8,,2612.2,3775.7,3775.7,4242.1,4591.6,5816.2
4903721626,1304.9,2871.5,,3602.2,5136.7,5136.7,5675.4,6336.7,8379.6
4903721633,3364.1,4294.3,,4963.2,7258.0,7258.0,,9591.1,12356.7
4903721636,11265.4,12620.0,,13186.3,14442.5,14442.5,14785.1,15131.8,15820.4
4903721637,2118.4,3769.8,,4705.6,6602.0,6602.0,6821.9,8254.3,10193.5
4903721641,1542.7,3431.6,,4139.2,5356.5,5356.5,,6829.1,8183.5
4903721643,9768.6,11115.1,,11545.8,12710.5,12710.5,13064.5,13460.4,14099.9
4903721664,1291.9,2880.6,,3655.7,5382.9,5382.9,5894.4,6935.9,8754.6
4903721671,612.0,,,2111.7,3152.9,3152.9,3528.3,3990.9,4843.8
4903721672,81.3,966.6,,1997.2,3825.9,3825.9,4990.0,6552.2,8310.0
4903721681,,2898.6,,3687.0,5386.6,5386.6,6010.4,7292.3,8393.1
4903721685,8133.1,8994.4,,9438.7,10499.7,10499.7,10803.6,11165.0,11832.3
4903721686,6352.0,7726.9,,8386.3,9624.2,9624.2,10193.4,10980.1,11544.3
4903721704,1851.2,3680.2,,4344.0,6528.0,6528.0,6607.0,7747.7,10402.5
4903721716,2432.1,4627.3,,5199.8,6854.9,6854.9,7117.8,8388.3,10231.9
4903721718,,1574.0,,2353.4,4338.5,4338.5,4989.1,6511.7,7397.9
4903721755,1398.0,2901.6,,3543.5,5539.9,5539.9,6194.7,7727.9,8875.7
4903721765,1362.5,2932.7,,3593.9,5279.3,5279.3,5702.0,6705.8,8351.4
4903721776,5426.7,6494.4,,7225.1,8391.8,8391.8,9048.5,9647.1,10163.8
4903721785,4646.1,5536.0,,5807.7,6526.1,6526.1,7187.3,7791.4,8527.8
4903721790,,,,,,,,5545.2,7349.5
4903721791,1391.3,2922.9,,3660.2,5346.2,5346.2,5803.9,6620.7,8295.7
4903721797,2279.8,4363.6,,5018.3,7158.3,7158.3,,8357.5,11186.6
4903721843,678.5,,,2133.0,3165.8,3165.8,3593.3,3940.4,4881.4
4903721849,5222.0,6774.8,,7064.9,8357.7,8357.7,8873.5,9341.0,10075.9
4903721856,,,,800.6,1417.7,1417.7,,,1996.8
4903721860,8420.8,9250.2,,9749.4,10846.7,10846.7,11090.5,11510.4,12169.1
4903721882,2954.7,3715.1,,4246.3,5316.3,5316.3,6145.3,6745.0,7433.7
4903721894,1618.9,3481.9,,4155.7,6144.2,6144.2,6845.1,7589.3,9982.3
4903721898,4591.3,5679.4,,6466.2,7522.2,7522.2,8115.5,8764.1,9520.5
4903721905,2555.9,4535.9,,5234.1,7364.4,7364.4,,9568.2,11774.0
4903721911,,7460.4,,8182.0,9358.3,9358.3,9718.8,10141.1,10828.0
4903721917,,2380.9,,2898.2,4477.8,4477.8,5088.1,5795.7,6822.8
4903721923,2402.5,4317.5,,5599.9,6893.9,6893.9,7142.5,8565.3,10347.6
4903721926,,7819.6,,8405.0,9806.9,9806.9,10240.4,10980.9,11610.7
4903721955,1167.0,2670.8,,3414.2,4601.2,4601.2,4798.9,5587.4,6252.8
4903721960,3904.5,4843.6,,5582.2,6860.8,6860.8,7500.8,8014.2,8805.9
4903721965,8535.9,9669.1,,10201.5,11485.0,11485.0,11947.8,,12801.3
4903722031,5397.3,6895.9,,7111.8,8026.8,8026.8,8511.0,9063.1,9796.1
4903722057,,3899.9,,4552.1,6166.6,6166.6,,6954.3,8264.2
4903722066,698.1,2228.6,,2426.1,3244.1,3244.1,3565.3,4147.5,4786.9
4903722073,,,,428.0,1027.3,1027.3,,1348.1,2117.1
4903722103,8186.0,9237.2,,9435.8,10353.7,10353.7,10788.0,11249.8,11866.2
4903722125,,,,2166.8,4174.7,4174.7,5389.0,6702.0,8380.9
4903722134,347.5,1223.8,,1681.4,2628.0,2628.0,2860.2,,4169.5
4903722148,,1898.9,,2645.7,4386.8,4386.8,5307.1,7514.9,8743.9
4903722150,1420.0,2782.3,,2959.7,3998.9,3998.9,4488.6,4872.1,5643.5
4903722185,4490.9,5487.0,5743.6,5770.8,6650.4,6650.4,7189.3,7667.0,8527.8
4903722213,672.2,1856.3,,2130.0,3240.3,3240.3,3682.0,4064.8,4955.3
4903722254,6558.9,7528.9,,7643.3,8718.0,8718.0,9096.9,9596.7,10230.9
4903722280,7237.1,8113.0,8247.4,8320.9,9162.3,9162.3,9727.3,10179.7,10860.0
4903722304,6491.1,7327.1,,7546.9,8565.9,8565.9,8982.8,9492.3,10054.1
4903722309,99.2,,,1333.6,2411.9,2411.9,2642.8,,3778.1
4903722326,6459.4,7783.5,,8057.2,8973.2,8973.2,9499.1,9951.0,10759.3
4903722329,,,,,,,,9578.8,10314.7
4903722330,7348.4,8153.5,8396.8,8473.1,9298.3,9298.3,9773.0,10356.2,10985.0
4903722333,4027.6,5089.6,5272.1,5381.0,6208.9,6208.9,6748.6,7396.2,8116.2
4903722343,7464.0,8389.2,,8579.1,9609.8,9609.8,9930.3,10591.7,11155.0
4903722423,3892.5,4371.8,4416.0,4488.0,5592.2,5592.2,6019.4,,6825.4
4903722431,,322.9,,421.6,1062.4,1062.4,,1493.7,2230.6
4903722470,8395.4,9189.7,,9724.7,10804.0,10804.0,11105.1,11604.4,12139.3
4903722502,,,,1103.0,1740.2,1740.2,,2270.8,3132.9
4903722526,,2269.9,,3139.7,5112.9,5112.9,6000.1,7083.7,8212.8
4903722542,2190.2,3315.0,,3714.6,4685.9,4685.9,5117.6,5362.0,6161.4
4903722548,2287.9,3371.2,,3877.7,5052.7,5052.7,5386.5,5998.5,6863.3
4903722564,,652.6,,692.8,1348.5,1348.5,,1787.1,2613.0
4903722578,1784.8,2900.5,,3500.7,5027.1,5027.1,5777.8,6522.4,7437.5
4903722649,5948.4,6716.4,6814.4,6912.4,7849.4,7849.4,8235.1,8870.5,9473.4
4903722681,721.5,2201.2,,2759.5,4051.5,4051.5,,,
4903722685,6152.0,7527.1,,7821.9,8819.0,8819.0,9431.5,10069.0,10545.0
4903722722,,,,780.4,1402.6,1402.6,,1846.7,2705.1
4903722738,,2011.8,,2964.0,4913.0,4913.0,5981.8,7487.4,8883.8
4903722776,6231.4,7032.0,,7172.2,8279.2,8279.2,8646.8,9127.3,9775.3
4903722808,1364.6,2880.2,,3590.7,5255.4,5255.4,5728.3,6658.2,8059.4
4903722847,1591.2,3391.7,,4234.2,5685.4,5685.4,,6990.5,8955.6
4903722860,2292.7,4428.7,,5444.9,6950.6,6950.6,7066.7,8375.8,10554.3
4903722864,,2030.0,,2873.5,4661.4,4661.4,5469.6,6371.1,7407.2
4903722873,,1993.7,,2553.8,3787.4,3787.4,4356.1,4781.6,5960.7
4903722874,6102.9,7140.2,,7736.0,8882.2,8882.2,9605.6,9879.2,10634.0
4903722900,1849.2,3764.8,,4553.3,5997.2,5997.2,6036.7,7245.7,8968.6
4903722901,1969.7,3731.0,,4653.5,6112.1,6112.1,,7497.8,9323.1
4903722907,,,,,,,,,10818.0
4903722912,6146.2,7529.6,,7791.5,8720.7,8720.7,9346.0,9811.8,10497.5
4903722919,7646.0,9100.1,,9296.7,10531.6,10531.6,10923.8,11356.4,11711.4
4903722936,,2251.9,,2899.6,4734.0,4734.0,5437.5,6304.7,7407.2
4903722937,,533.1,,601.5,1327.8,1327.8,,1645.6,2524.0
4903722971,,,,8384.0,9471.5,9471.5,9949.2,10595.5,11436.6
4903722986,6313.0,7129.4,,7257.0,8365.8,8365.8,8725.2,9258.7,9894.6
4903722991,8031.6,9004.5,,9260.8,10326.2,10326.2,10605.8,11069.7,11692.5
4903722999,6214.9,7436.5,,7944.9,9074.9,9074.9,9623.9,10101.1,10814.6
4903723007,1321.2,2928.3,,3626.6,5151.8,5151.8,5698.6,6366.6,8345.0
4903723025,6247.6,7458.2,,7924.9,9059.5,9059.5,9654.7,9950.7,10715.7
4903723032,6092.0,7106.6,,7157.4,8129.7,8129.7,8661.3,9282.0,9826.5
4903723037,8810.7,10042.6,,10428.2,11480.5,11480.5,11858.4,12387.6,13071.1
4903723069,5978.6,7139.6,,7813.5,8855.2,8855.2,9424.5,10044.3,10824.7
4903723092,6745.0,7880.5,,8598.0,9622.0,9622.0,10186.5,10676.5,11488.2
4903723169,8346.0,9301.9,,9630.3,10754.0,10754.0,10996.9,11442.9,12034.3
4903723220,2525.8,3467.6,,3950.9,4994.9,4994.9,5555.4,6492.4,7306.2
4903723252,,,,,,,,,
4903723279,6288.6,7078.3,7119.2,7187.3,8170.3,8170.3,8587.9,9265.3,9846.2
4903723300,2025.2,3806.9,,4610.7,6342.9,6342.9,6462.6,7470.9,9485.3
4903723301,2012.6,3736.0,,4591.7,6171.0,6171.0,,7443.1,9269.0
4903723398,,,,,,,,,5011.7
4903723413,975.7,2286.1,,2404.7,3237.9,3237.9,3705.4,4065.2,4687.5
4903723419,1714.1,3609.4,,4442.9,5941.1,5941.1,5973.2,7180.2,8929.8
4903723424,671.5,2181.9,,2632.2,4332.3,4332.3,5007.9,5858.9,7037.9
4903723432,5356.8,,,5779.2,7832.5,7832.5,,8919.1,12702.5
4903723473,2595.1,3448.9,,4044.2,5429.3,5429.3,5996.1,6828.6,7687.1
4903723485,,2012.7,,2914.3,4819.6,4819.6,5450.2,6623.8,7776.6
4903723513,694.5,2394.5,,2969.1,3916.4,3916.4,4023.1,4792.8,6214.0
4903723527,9102.8,10106.1,,10604.6,11737.0,11737.0,12100.6,12478.1,13143.4
4903723553,2180.5,4070.3,,4841.2,6386.4,6386.4,6634.6,7744.6,9946.8
4903723564,,3057.8,,4116.1,5500.7,5500.7,,6510.9,7721.8
4903723582,,1483.7,,2155.5,3145.7,3145.7,3685.7,4137.6,5126.6
4903723591,3944.1,4987.0,,5626.3,6940.1,6940.1,7593.9,8010.3,8933.8
4903723606,,2278.4,,2910.5,4862.3,4862.3,5636.9,6426.6,7553.3
4903723607,,2300.3,,3186.4,5208.6,5208.6,5726.2,7319.0,8303.9
4903723622,867.9,2301.1,,2925.9,4665.3,4665.3,5486.0,6258.4,7473.3
4903723629,3076.0,,,4187.9,5262.0,5262.0,,,6924.9
4903723643,1110.6,2293.9,,3229.9,5286.5,5286.5,6158.9,7157.8,8482.8
4903723696,695.4,1978.3,,2731.3,4063.2,4063.2,4524.7,5284.0,6599.4
4903723713,792.8,2112.0,,2817.6,4696.2,4696.2,5391.1,6368.8,7825.9
4903723725,2993.0,3891.2,,4528.1,5835.4,5835.4,6494.4,7114.3,7996.9
